ama,AMA,year,Subsector,PCC,ALLOT_QTY,total_use,Groundwater,Colorado_River,Effluent,Surface_Water ,Comm,PROGRAM_CODE,ACTIVE,Facility Type
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225237.0000,455.47,420.85,420.85,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225237.0000,455.47,420.85,420.85,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225234.0000,682.96,555.17,555.17,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225234.0000,682.96,555.17,555.17,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225234.0000,682.96,555.17,555.17,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225235.0000,414.52,300,300,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224113.0000,391.21,382.2,382.2,0,0,0,0,24,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - MISCELLANEOUS,22-222108.0000,152.63,94.1,94.1,0,0,0,0,22,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224104.0000,88.41,50,50,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224113.0000,391.21,382.2,382.2,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224113.0000,391.21,382.2,382.2,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224113.0000,391.21,382.2,382.2,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224113.0000,391.21,382.2,382.2,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - MISCELLANEOUS,22-222106.0000,227.24,106.56,106.56,0,0,0,0,22,N,Turf Facilities
E,Tucson,2013,FACILITY TURF - PARK,20-620028.0000,71.14,122.13,122.13,0,0,0,0,20,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - PARK,20-620028.0000,71.14,122.13,122.13,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - MISCELLANEOUS,22-222106.0000,227.24,106.56,106.56,0,0,0,0,22,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - MISCELLANEOUS,22-222106.0000,227.24,106.56,106.56,0,0,0,0,22,Y,Turf Facilities
D,Pinal,2013,FACILITY TURF - MISCELLANEOUS,22-400102.0000,52.11,26.31,26.31,0,0,0,0,22,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - CEMETERY,23-223111.0000,132.31,112.66,112.66,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - CEMETERY,23-223111.0000,132.31,112.66,112.66,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224128.0000,292.7,1211.56,1211.56,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224310.0000,79.47,113.23,113.23,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224111.0000,466.88,385.211,385.211,0,0,0,0,24,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224122.0000,204.02,207.86,207.86,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224124.0000,231.02,214.19,214.19,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224125.0000,193.12,647.19,647.19,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224312.0000,161.96,229.4,229.4,0,0,0,0,24,Y,Turf Facilities
D,Pinal,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-400148.0000,349.3,222,222,0,0,0,0,24,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - CEMETERY,23-223105.0000,79.2,110.55,110.55,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - CEMETERY,23-223105.0000,79.2,110.55,110.55,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - CEMETERY,23-223108.0000,116.65,101.23,101.23,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - CEMETERY,23-223108.0000,116.65,101.23,101.23,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - CEMETERY,23-223109.0000,87.06,102,102,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - CEMETERY,23-223109.0000,87.06,102,102,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - CEMETERY,23-223109.0000,87.06,102,102,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224111.0000,466.88,385.211,385.211,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224111.0000,466.88,385.211,385.211,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224111.0000,466.88,385.211,385.211,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224111.0000,466.88,385.211,385.211,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224111.0000,466.88,385.211,385.211,0,0,0,0,24,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - PARK,20-620025.0000,190.16,80,80,0,0,0,0,20,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - PARK,20-620025.0000,190.16,80,80,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224312.0000,161.96,229.4,229.4,0,0,0,0,24,N,Turf Facilities
D,Pinal,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-400099.0000,123.26,73.94,73.94,0,0,0,0,24,Y,Turf Facilities
D,Pinal,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-400148.0000,349.3,222,222,0,0,0,0,24,Y,Turf Facilities
D,Pinal,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-400148.0000,349.3,222,222,0,0,0,0,24,N,Turf Facilities
D,Pinal,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-400148.0000,349.3,222,222,0,0,0,0,24,N,Turf Facilities
D,Pinal,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-400148.0000,349.3,222,222,0,0,0,0,24,N,Turf Facilities
D,Pinal,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-400148.0000,349.3,222,222,0,0,0,0,24,Y,Turf Facilities
D,Pinal,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-400148.0000,349.3,222,222,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225271.0000,549.79,455.7,455.7,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221216.0000,91.82,120.94,120.94,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-401405.0000,,252.52,252.52,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - PARK,20-220207.0000,71.64,61.53,61.53,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221242.0000,,177.55,177.55,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221250.0000,83.3,78.58,78.58,0,0,0,0,21,Y,Turf Facilities
D,Pinal,2013,FACILITY TURF - SCHOOL,21-400401.0000,75.84,85,85,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - SCHOOL,21-621023.0000,0,23.52,23.52,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - SCHOOL,21-621038.0000,63.45,93.8,93.8,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - SCHOOL,21-621040.0000,69.9,93.48,93.48,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - SCHOOL,21-621041.0000,57.14,117.6,117.6,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224297.0000,189.06,81,81,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - PARK,20-220244.0000,540.18,111.83,111.83,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - PARK,20-220260.0000,57.14,55.02,55.02,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - PARK,20-220260.0000,57.14,55.02,55.02,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221243.0000,101.38,69.28,69.28,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - SCHOOL,21-621000.0000,83.9,47.12,47.12,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - SCHOOL,21-621010.0000,0,60.25,60.25,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - SCHOOL,21-621011.0000,0,101.79,101.79,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - CEMETERY,23-623002.0000,265.1,144,144,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224309.0000,116.79,90.79,90.79,0,0,0,0,24,Y,Turf Facilities
D,Pinal,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-400256.0000,207.7,191.18,191.18,0,0,0,0,24,Y,Turf Facilities
D,Pinal,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-400256.0000,207.7,191.18,191.18,0,0,0,0,24,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - SCHOOL,21-621039.0000,73.66,69.75,69.75,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - PARK,20-220257.0000,81.84,64.25,64.25,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - PARK,20-220257.0000,81.84,64.25,64.25,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - PARK,20-220257.0000,81.84,64.25,64.25,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - PARK,20-220258.0000,165.95,52.92,52.92,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - PARK,20-220258.0000,165.95,52.92,52.92,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - PARK,20-220258.0000,165.95,52.92,52.92,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221102.0000,125.2,82.68,82.68,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221102.0000,125.2,82.68,82.68,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224289.0000,133.61,118.07,118.07,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224296.0000,97.1,81.7,81.7,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224301.0000,214.43,140.49,140.49,0,0,0,0,24,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - PARK,20-620011.0000,57.96,49.47,49.47,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221239.0000,224.08,43.32,43.32,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221136.0000,58.8,11.8,11.8,0,0,0,0,21,Y,Turf Facilities
D,Pinal,2013,FACILITY TURF - SCHOOL,21-400027.0000,57.6,112.355,112.355,0,0,0,0,21,Y,Turf Facilities
D,Pinal,2013,FACILITY TURF - SCHOOL,21-400079.0000,108,56.66,56.66,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - SCHOOL,21-614007.0000,80.73,42.75,42.75,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - SCHOOL,21-621020.0000,0,110.31,110.31,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - SCHOOL,21-621021.0000,64.4,71.68,71.68,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - CEMETERY,23-223112.0000,102.9,69.305,69.305,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - CEMETERY,23-223112.0000,102.9,69.305,69.305,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - CEMETERY,23-223112.0000,102.9,69.305,69.305,0,0,0,0,23,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - CEMETERY,23-623001.0000,276,202.42,202.42,0,0,0,0,23,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - CEMETERY,23-623001.0000,276,202.42,202.42,0,0,0,0,23,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - CEMETERY,23-623003.0000,187.68,93.67,93.67,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225349.0000,157.05,82.62,82.62,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221184.0000,95.06,89.71,89.71,0,0,0,0,21,Y,Turf Facilities
D,Pinal,2013,FACILITY TURF - SCHOOL,21-400240.0000,72,85,85,0,0,0,0,21,Y,Turf Facilities
D,Pinal,2013,FACILITY TURF - SCHOOL,21-400241.0000,74.26,56.22,56.22,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - SCHOOL,21-621001.0000,0,29.32,29.32,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - SCHOOL,21-621004.0000,0,104.55,104.55,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - SCHOOL,21-621015.0000,0,28.15,28.15,0,0,0,0,21,Y,Turf Facilities
D,Pinal,2013,FACILITY TURF - PARK,20-400148.0000,59.1,56.83,56.83,0,0,0,0,20,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - PARK,20-620001.0000,65.78,56.81,56.81,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224116.0000,111.23,93,93,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - PARK,20-220138.0000,298.41,185.67,185.67,0,0,0,0,20,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - PARK,20-620019.0000,170.2,276.58,276.58,0,0,0,0,20,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - PARK,20-620019.0000,170.2,276.58,276.58,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - CEMETERY,23-223106.0000,630.14,514.44,514.44,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - CEMETERY,23-223106.0000,630.14,514.44,514.44,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - CEMETERY,23-223117.0000,85.75,80.38,80.38,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221225.0000,53.41,53.4,53.4,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221167.0000,67.13,22.3,22.3,0,0,0,0,21,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221107.0000,560.56,341.5,341.5,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221108.0000,104.37,74.64,74.64,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221109.0000,74.48,28.32,28.32,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221117.0000,119.56,81.4,81.4,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221135.0000,190.61,48.35,48.35,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221153.0000,74.97,1.72,1.72,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221195.0000,73.5,59.42,59.42,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221202.0000,59.78,41.83,41.83,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221207.0000,116.62,87.11,87.11,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221236.0000,181.79,72.17,72.17,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221240.0000,106.18,18.04,18.04,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221246.0000,96.7,16.36,16.36,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - SCHOOL,21-221249.0000,68.11,9.05,9.05,0,0,0,0,21,Y,Turf Facilities
D,Pinal,2013,FACILITY TURF - SCHOOL,21-400152.0000,53.28,23.88,23.88,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - SCHOOL,21-621016.0000,0,44,44,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2013,FACILITY TURF - SCHOOL,21-621017.0000,0,57,57,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2013,FACILITY DAIRY,17-217097.0000,62.63,23.1,23.1,0,0,0,0,17,Y,Dairy
E,Tucson,2013,FACILITY TURF - PARK,20-620026.0000,78.57,32.73,32.73,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224304.0000,151.92,67.6,67.6,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225314.0000,226.08,210,210,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225314.0000,226.08,210,210,0,0,0,0,25,N,Turf Facilities
E,Tucson,2013,FACILITY TURF - GOLF COURSE,25-625018.0000,475.4,81,81,0,0,0,0,25,N,Turf Facilities
D,Pinal,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-400400.0000,49.41,90.15,90.15,0,0,0,0,24,N,Turf Facilities
D,Pinal,2013,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-400400.0000,49.41,90.15,90.15,0,0,0,0,24,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225213.0000,500.66,469.89,469.89,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225213.0000,500.66,469.89,469.89,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225213.0000,500.66,469.89,469.89,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225213.0000,500.66,469.89,469.89,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225218.0000,179.69,180.46,180.46,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225218.0000,179.69,180.46,180.46,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - GOLF COURSE,25-225255.0000,605.92,447.62,447.62,0,0,0,0,25,N,Turf Facilities
D,Pinal,2013,FACILITY CATTLE FEEDLOT,16-400084.0000,2300,801.35,801.35,0,0,0,0,16,N,Cattle Feedlot
D,Pinal,2013,FACILITY CATTLE FEEDLOT,16-400084.0000,2300,801.35,801.35,0,0,0,0,16,Y,Cattle Feedlot
D,Pinal,2013,FACILITY SAND AND GRAVEL,14-400132.0000,826,349.12,349.12,0,0,0,0,14,N,Sand and Gravel
D,Pinal,2013,FACILITY SAND AND GRAVEL,14-400132.0000,826,349.12,349.12,0,0,0,0,14,N,Sand and Gravel
D,Pinal,2013,FACILITY SAND AND GRAVEL,14-400132.0000,826,349.12,349.12,0,0,0,0,14,Y,Sand and Gravel
D,Pinal,2013,FACILITY DAIRY,17-400024.0000,130,31,31,0,0,0,0,17,Y,Dairy
D,Pinal,2013,FACILITY DAIRY,17-400037.0000,388.53,407.445,407.445,0,0,0,0,17,Y,Dairy
D,Pinal,2013,FACILITY DAIRY,17-400085.0000,595,2319.394,2319.394,0,0,0,0,17,Y,Dairy
D,Pinal,2013,FACILITY DAIRY,17-400085.0000,595,2319.394,2319.394,0,0,0,0,17,Y,Dairy
D,Pinal,2013,FACILITY DAIRY,17-400134.0000,317.28,169,169,0,0,0,0,17,Y,Dairy
D,Pinal,2013,FACILITY DAIRY,17-400165.0000,82,299.2,299.2,0,0,0,0,17,Y,Dairy
D,Pinal,2013,FACILITY DAIRY,17-400037.0000,388.53,407.445,407.445,0,0,0,0,17,Y,Dairy
D,Pinal,2013,FACILITY DAIRY,17-400085.0000,595,2319.394,2319.394,0,0,0,0,17,Y,Dairy
D,Pinal,2013,FACILITY DAIRY,17-400085.0000,595,2319.394,2319.394,0,0,0,0,17,Y,Dairy
D,Pinal,2013,FACILITY DAIRY,17-400085.0000,595,2319.394,2319.394,0,0,0,0,17,Y,Dairy
D,Pinal,2013,FACILITY DAIRY,17-400134.0000,317.28,169,169,0,0,0,0,17,N,Dairy
D,Pinal,2013,FACILITY DAIRY,17-400134.0000,317.28,169,169,0,0,0,0,17,Y,Dairy
D,Pinal,2013,FACILITY DAIRY,17-400135.0000,205,187,187,0,0,0,0,17,N,Dairy
D,Pinal,2013,FACILITY DAIRY,17-400135.0000,205,187,187,0,0,0,0,17,Y,Dairy
D,Pinal,2013,FACILITY DAIRY,17-400161.0000,310,20.25,20.25,0,0,0,0,17,Y,Dairy
D,Pinal,2013,FACILITY DAIRY,17-400165.0000,82,299.2,299.2,0,0,0,0,17,Y,Dairy
B,Prescott,2013,FACILITY TURF - SCHOOL,21-100010.0000,0,50.4,50.4,0,0,0,0,21,N,Turf Facilities
B,Prescott,2013,FACILITY TURF - SCHOOL,21-100010.0000,0,50.4,50.4,0,0,0,0,21,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - MISCELLANEOUS,22-222111.0000,0,156.17,156.17,0,0,0,0,22,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - MISCELLANEOUS,22-222111.0000,0,156.17,156.17,0,0,0,0,22,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - MISCELLANEOUS,22-222111.0000,0,156.17,156.17,0,0,0,0,22,N,Turf Facilities
C,Phoenix,2013,FACILITY TURF - MISCELLANEOUS,22-222111.0000,0,156.17,156.17,0,0,0,0,22,N,Turf Facilities
C,Phoenix,2013,FACILITY DAIRY,17-217009.0000,0,44.34,44.34,0,0,0,0,17,N,Dairy
C,Phoenix,2013,FACILITY DAIRY,17-217030.0000,0,771.15,771.15,0,0,0,0,17,Y,Dairy
C,Phoenix,2013,FACILITY DAIRY,17-217055.0000,0,57,57,0,0,0,0,17,N,Dairy
C,Phoenix,2013,FACILITY DAIRY,17-217055.0000,0,57,57,0,0,0,0,17,N,Dairy
E,Tucson,2013,FACILITY DAIRY,17-617000.0000,0,152.9,152.9,0,0,0,0,17,N,Dairy
E,Tucson,2013,FACILITY DAIRY,17-617000.0000,0,152.9,152.9,0,0,0,0,17,N,Dairy
E,Tucson,2013,FACILITY SAND AND GRAVEL,14-614003.0000,0,143.26,143.26,0,0,0,0,14,Y,Sand and Gravel
E,Tucson,2013,FACILITY SAND AND GRAVEL,14-614004.0000,0,396.02,396.02,0,0,0,0,14,Y,Sand and Gravel
E,Tucson,2013,FACILITY SAND AND GRAVEL,14-614004.0000,0,396.02,396.02,0,0,0,0,14,Y,Sand and Gravel
E,Tucson,2013,FACILITY SAND AND GRAVEL,14-614010.0000,0,786.93,786.93,0,0,0,0,14,N,Sand and Gravel
E,Tucson,2013,FACILITY SAND AND GRAVEL,14-614010.0000,0,786.93,786.93,0,0,0,0,14,Y,Sand and Gravel
C,Phoenix,2013,FACILITY CATTLE FEEDLOT,16-216001.0000,0,6.12,6.12,0,0,0,0,16,Y,Cattle Feedlot
C,Phoenix,2013,FACILITY DAIRY,17-217001.0000,0,38.12,38.12,0,0,0,0,17,Y,Dairy
C,Phoenix,2013,FACILITY DAIRY,17-217022.0000,0,671.71,671.71,0,0,0,0,17,Y,Dairy
C,Phoenix,2013,FACILITY DAIRY,17-217045.0000,0,484.03,484.03,0,0,0,0,17,Y,Dairy
C,Phoenix,2013,FACILITY DAIRY,17-217048.0000,0,223,223,0,0,0,0,17,Y,Dairy
C,Phoenix,2013,FACILITY DAIRY,17-217048.0000,0,223,223,0,0,0,0,17,Y,Dairy
C,Phoenix,2013,FACILITY DAIRY,17-217052.0000,0,53.63,53.63,0,0,0,0,17,N,Dairy
C,Phoenix,2013,FACILITY DAIRY,17-217052.0000,0,53.63,53.63,0,0,0,0,17,Y,Dairy
C,Phoenix,2013,FACILITY DAIRY,17-217057.0000,0,132.11,132.11,0,0,0,0,17,N,Dairy
C,Phoenix,2013,FACILITY DAIRY,17-217057.0000,0,132.11,132.11,0,0,0,0,17,Y,Dairy
E,Tucson,2013,FACILITY METAL MINING,11-611002.0000,0,20341,20341,0,0,0,0,11,N,Metal Mining
E,Tucson,2013,FACILITY METAL MINING,11-611002.0000,0,20341,20341,0,0,0,0,11,N,Metal Mining
E,Tucson,2013,FACILITY METAL MINING,11-611002.0000,0,20341,20341,0,0,0,0,11,Y,Metal Mining
E,Tucson,2013,FACILITY METAL MINING,11-611002.0000,0,20341,20341,0,0,0,0,11,Y,Metal Mining
E,Tucson,2013,FACILITY METAL MINING,11-611002.0000,0,20341,20341,0,0,0,0,11,Y,Metal Mining
E,Tucson,2013,FACILITY METAL MINING,11-611002.0000,0,20341,20341,0,0,0,0,11,N,Metal Mining
E,Tucson,2013,FACILITY METAL MINING,11-611002.0000,0,20341,20341,0,0,0,0,11,Y,Metal Mining
E,Tucson,2013,FACILITY METAL MINING,11-611002.0000,0,20341,20341,0,0,0,0,11,Y,Metal Mining
C,Phoenix,2013,FACILITY CATTLE FEEDLOT,16-216001.0000,0,6.12,6.12,0,0,0,0,16,Y,Cattle Feedlot
C,Phoenix,2013,FACILITY CATTLE FEEDLOT,16-216001.0000,0,6.12,6.12,0,0,0,0,16,Y,Cattle Feedlot
C,Phoenix,2013,FACILITY CATTLE FEEDLOT,16-216001.0000,0,6.12,6.12,0,0,0,0,16,Y,Cattle Feedlot
